|0000|003|0|||01122014|31122014|Halex Istar Ind Farm Ltda|01571702000198|GO|5208707||00|0|
|0001|0|
|0100|IVAN CARLOS DE LIMA|53052749153|GO009904O7||74280160|RUA C-252|1127|QD 604 LT 13|NOVA SUIÇA|6235151280||ivan@kblcontabilidade.com.br|5208707|
|0110|1|2|2||
|0111|12185477,67|651491,06|0,00|0,00|12836968,73|
|0140|0001|HalexIstar Ind Farm Ltda - GO|01571702000198|GO|100016219|5208707|012.229-7||
|0150|C0000502807|HOSPITAL MARIA AUXILIADORA S/A|01058|38000485000196||0733070800198|5300108||A ESPECIAL N. 16 LADO OESTE|S/N||GAMA|
|0150|C0000501948|FUNDACAO PIO XII|01058|49150352000201|||3505500||RUA ANTENOR DUARTE VILELA|1331||DR  PAULO PRATA|
|0150|C0000503485|HUMANUTRI COM. DE PROD. HOSP. LTDA|01058|09629454000109||227075848111|3507803||RUA FAUSTO FABBRI|459||DISTRITO INDUSTRIAL|
|0150|C0000504698|FUNDACAO PIO XII|01058|49150352000899|||3556958||R FRANCISCO JALES|3737||FUNDO DA VILA MARIA|
|0150|C0000506718|SAO PAULO SECRET DA ADMINISTRACAO PENITENCIARIA|01058|96291141002123|||3516408||EST DO GOVERNO|S/N||BAIRRO|
|0150|C0000501435|HOSP.DE CLINICAS RIO MAR BARRA LTDA|01058|32154700000127|||3304557||AV. CANDIDO PORTINARI|555||BARRA DA TIJUCA|
|0150|C0000502462|HOSPITAL MEMORIAL FUAD CHIDID LTDA|01058|33705849000209|||3304557||RUA JOSE DOS REIS|41/81||ENGENHO DE DENTRO|
|0150|C0000502789|HOSP.UNIVERSITARIO ANTONIO PEDRO-UF|01058|28523215000378|||3303302||RUA MARQUES PARANA|S/N||CENTRO|
|0150|C0000504911|PATRIFARMAVR COM. DE PROD. MEDICOS LIMITADA|01058|10446149000152||78641703|3306305||R VEREADOR RAIMUNDO DIOGO|394||EUCALIPTAL|
|0150|C0000506056|PRO VIDEO ENDOSCOPIA DIGESTIVA LTDA - EPP|01058|39487624000110|||3304557||AV DAS AMERICAS|4666||BARRA DA TIJUCA|
|0150|C0000502439|HOSP.SOCOR S/A|01058|17312612000112|||3106200||AV.DO CONTORNO|10500||BARRO PRETO|
|0150|C0000502930|CASA DE SAUDE SAO JOSE LTDA|01058|01901495000192|||5209101||RUA PIRACANJUBA|330||CENTRO|
|0150|C0000505905|NEURO COMPANY LTDA - ME|01058|10669135000106||582803570115|3543402||R CONSELHEIRO DANTAS|675||VILA TIBERIO|
|0150|C0000501362|INST. MATERNO INFANTIL DE MINAS GER AIS|01058|01067064000172|||3144805||ALAMEDA DA SERRA|499||VILA DA SERRA|
|0150|C0000503231|BIO-MED FARMA HOSPITALAR LTDA|01058|05099702000198||103519572|5205406||RUA MEINHA MENDES|535||CENTRO|
|0150|C0000503837|DENTAL Z ROCHA LTDA - EPP|01058|27265958000160||080626564|3205309||ESCADARIA MARIA ORTIZ|47|| CENTRO|
|0150|C0000504508|AGILA MARKETING E DISTRIBUIÇÃO DE PRODUTOS HOSPITALARES LTDA|01058|05656727000226||082561982|3205002||AV. TALMA RODRIGUES RIBEIRO|147||PORTAL DE JACARAIPE|
|0150|C0000500785|ASSOC. CONG. SANTA CATARINA - HOSP. SANTA|01058|60922168000771|||3550308||AVENIDA PAULISTA N.200|200||BELA VISTA|
|0150|C0000501236|INFANTIL SANTOS COOPERATIVA MEDICO- HOSP|01058|47774393000154|||3548500||AV ANA COSTA|411||GONZAGA|
|0150|C0000501449|PHOELAB DIST MEDICAMENTOS LTDA - ME|01058|07296127000149||149329600116|3550308||AV DANTON JOBIM|569||VILA FRIBURGO|
|0150|C0000502187|CASA DE SAUDE SANTA MARCELINA-TIRAD ENTES|01058|60742616001301|||3550308||AVENIDA DOS METALURGICOS|1797||CIDADE TIRADENTES|
|0150|C0000506220|PRO-FORMULA QUIMIOTERAPICA LTDA|01058|07028603000140||116978878114|3550308||AV DOS CARINAS|729||MOEMA|
|0150|C0000500674|ASSOC. DE PROT. E ASSIST. A MAT. E A INF. DE REGISTRO|01058|55856710000100|||3542602||RUA KIHEIJI NASUNO|165||CENTRO|
|0150|C0000500772|SECR. DE EST.DA SAUDE - HOSP.G UILHERME ALVARO|01058|46374500001670|||3548500||RUA OSVALDO CRUZ|197||BOQUEIRAO|
|0150|C0000501933|MUNICIPIO DE PORTO ALEGRE|01058|92963560000160|||4314902||RUA SIQUEIRA CAMPOS|1300||CENTRO|
|0150|C0000506762|COM. DA 7 BRIG. DE INFAN.MOTORIZADA|01058|09583579000218|||2408102||AV HERMES DA FONSECA|1415||TIROL|
|0150|C0000500395|ASSOC. BENEFICENTE DE CAMPO GRANDE|01058|03276524000106|||5002704||RUA EDUARDO SANTOS PEREIRA|88||CENTRO|
|0150|C0000500982|IRMANDADE DA SANTA CASA DE MIS. DE PORTO ALEGRE|01058|92815000000168||0962572489|4314902||RUA PROF. ANNES DIAS|295||CENTRO|
|0150|C0000501813|UNIVERSIDADE FED. DE SANTA MARIA|01058|95591764001420|||4316907||AV. RORAIMA|1000||CAMOBI|
|0150|C0000504824|UNIMED BELO HORIZONTE COOP.DE TRABALHO MEDICO|01058|16513178002705|||3106200||AV DO CONTORNO|3097||SANTA EFIGENIA|
|0150|C0000503986|CLARIMED COMERCIO DE MATERIAL HOSPI LTDA EPP|01058|02385667000185||283031905|5002704||RUA PEDRO BALDUINO DA SILVA|345||VILA LILI|
|0150|C0000501991|FUND.INST.MOLESTIAS DO AP.DIG.E DA NUTRI|01058|61062212000198|||3550308||RUA BORGES LAGOA|1450||VILA MARIANA|
|0150|C0000505374|R.SATTIN COMERCIO PROD. MEDICO HOSPITALARES LTDA-EPP|01058|03936673000146||182186293118|3503307||RUA DR.FERDINANDO DELAMAIN|20||CENTRO|
|0150|C0000506690|AMPLAMED LTDA - ME|01058|02504122000140||253593174|4210100||R MARECHAL FLORIANO PEIXOTO|511||CENTRO|
|0150|C0000503019|F B M  IND  FARMACEUTICA LTDA|01058|02060549000105||101544014|5201108||RUA VP 01B QD.8 B MODULO 9/21|S/N||DAIA|
|0150|C0000501862|STA.CASA DE MISERICORDIA DE GOIANIA|01058|01619790000150|||5208707||AV.C-1|1135||AMERICANO DO BRASIL|
|0150|C0000504850|ENDOTECH COMERCIO IMPORTAÇÃO EXPORTAÇÃO E SERVIÇOS LTDA|01058|03704024000110||0962804924|4314902||RUA FELIPE NERI|406||AUXILIADORA|
|0150|C0000500465|BENEF.NIPO BRASILEIRA DE SAO PAULO|01058|60992427000650|||3550308||RUA PISTOIA N. 50 - PQUE.NOVO MUNDO|100||VILA MARIA|
|0150|C0000500900|HOSP.DAS CLINICAS DA FACULDADE DE MEDICINA DA USP|01058|60448040000122|||3550308||AV.DR.ENEAS DE CARVALHO AGUIA|255||CERQUEIRA CESAR|
|0150|C0000502429|SAO PAULO SECRETARIA DA SAUDE|01058|46374500011129|||3550308||AV.ELISIO TEIXEIRA LEITE|6699||PARADA DE TAIPAS|
|0150|C0000500576|INST. DE NEUROLOGIA DE GOIANIA LTDA|01058|01011865000116|||5208707||PC. T-18|140||SETOR BUENO|
|0150|C0000500699|LASER ASSOCIADOS DIAGNOSTICOS MEDICOS LTDA|01058|00819694000193|||5208707||AV.T-8|171||ST. MARISTA|
|0150|C0000500733|ASSOC. DE COMBATE AO CANCER EM GOIAS|01058|01585595000157||102182019|5208707||RUA 239|181||ST UNIVERSITARIO|
|0150|C0000500782|ORGANIZACAO HOSPITALAR SANTA ANGELA LTDA|01058|25038191000101|||5208707||AVENIDA L|200||SETOR AEROPORTO|
|0150|C0000500834|CLINICA DE DOENCAS RENAIS LTDA|01058|01957797000182|||5208707||RUA R-3|220||SETOR OESTE|
|0150|C0000501072|TEODORO & VASCONCELOS LTDA|01058|01070380000101|||5208707||RUA SANTA EFIGENIA|343||JD PLANALTO|
|0150|C0000501939|PRONTO SOCORRO INFANTIL DE GOIANIA LTDA|01058|01545649000150||101150342|5208707||AV TOCANTINS|1314||SETOR AEROPORTO|
|0150|C0000506559|MAWED LTDA - ME|01058|12252118000196||104762721|5220405||AV SANTOS ESQUINA PARANAGUA|S/N||JARDIM NOVO MUNDO|
|0150|C0000503437|HOSPITAL E CLINICAS SANTA PAULA|01058|23953466000107|||3152501||AV. GETULIO VARGAS|79||CENTRO|
|0150|C0000506272|COMERCIAL RIO MAT. CIRURGICOS LTDA - EPP|01058|10462800000188||78632372|3304904||R ALVARO LEITAO|30||COLUBANDE|
|0150|C0000500828|BIOCOR HOSP. DE DOENC. CARDIOVASCUL ARES|01058|20294088000109|||3144805||AV. ALAMEDA DA SERRA|217||VILA DA SERRA|
|0150|C0000501814|I.P.M.M.I - HOSPITAL MADRE TEREZA|01058|60194990000844|||3106200||AV.RAJA GABAGLIA|1002||GUTIERREZ|
|0150|C0000501824|CLINICA CIRURGICA TRAUMA ONE LTDA|01058|03580004000184|||3106200||AV. BARBACENA|1018||SANTO AGOSTINHO|
|0150|C0000501847|HOSPITAL MATER-DEI S/A|01058|16676520000159|||3106200||RUA MATO GROSSO|1100||SANTO AGOSTINHO|
|0150|C0000503200|ASSOC.FEM.PREV.COMB.CANCER DE J.DE FORA|01058|21599824000108|||3136702||AV.INDEPENDENCIA|3500||CASCATINHA|
|0150|C0000506019|SANTA CASA DE MISERIC. DE JUIZ DE F|01058|21575709000195|||3136702||BR DO RIO BRANCO|3353||PASSOS|
|0150|C0000502535|HOSPITAL PACINI LTDA|01058|00417089000196||0731765500170|5300108||SEP/SUL EQ 715/915 CONJ. A BL. A|S/N||ASA SUL|
|0150|C0000505813|REDE D'OR SAO LUIZ S.A.|01058|06047087004126||0762165500250|5300108||ST HLS 716, CONJUNTO E, LOTE|5||ASA SUL|
|0150|C0000501829|FUND. CARMEM PRUDENTE DE MATO GROSS SUL|01058|03221702000193|||5002704||RUA CANDIDO MARIANO RONDON|1053||CENTRO|
|0150|C0000502577|HOSP. E MAT. CRISTO REI LTDA|01058|02667487000196|||1721000||LO-13 ACSU 50-50 CONJ.02 L.02|S/N||PLANO DIRETOR SUL|
|0150|C0000502990|FUND. DE DESENVOLV. DA UNICAMP|01058|49607336000106|||3509502||AV ERICO VERISSIMO|1251||BARAO GERALDO|
|0150|C0000501491|DARLU DIST. DE MEDICAMENTOS LTDA|01058|97360549000129||0720117526|4311403||RUA JOSE BONIFACIO|617||CARNEIROS|
|0150|C0000501756|GAUCHAFARMA MEDICAMENTOS LTDA|01058|89735070000100||0960816739|4314902||AV FRANCISCO SILVEIRA BITENCOURT|1785||SARANDI|
|0150|C0000502428|UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA|01058|88630413000796||0963058576|4314902||AVENIDA IPIRANGA|6690||JARDIM BOTANICO|
|0150|C0000503734|HOSP. BENEFICENTE SAO CARLOS|01058|89847370000172|||4307906||RUA DA REPUBLICA|51||SEDE|
|0150|C0000504087|HOSP. ANA NERY SANTA CRUZ DO SUL|01058|95422358000119|||4316808||TV. PEREIRA DA CUNHA|209||ARROIO GRANDE|
|0150|C0000505546|SAPIRANGA PREFEITURA|01058|87366159000102|||4319901||AV JOAO CORREA|793||CENTRO|
|0150|C0000500898|OFTALMANDARINO COMERCIO E REPRESENT|01058|31060023000115||83003626|3304557||AV. ERASMO BRAGA|255||CASTELO|
|0150|C0000501776|HOSP. POLICLINICA CASCAVEL LTDA|01058|76081892000164|||4104808||RUA MARANHAO|945||CENTRO|
|0150|C0000502971|UNIMED STA BÁRB D'OESTE AM COOP TRA B MÉD|01058|48628366000721|||3501608||AV BRASIL|815||JARDIM SAO PAULO|
|0150|C0000500823|SOCIEDADE DIVINA PROVIDENCIA|01058|83883306001213||250010240|4218707||RUA VIDAL RAMOS|215||CENTRO|
|0150|C0000502211|HOSP. SAO LUCAS DE CASCAVEL LTDA|01058|76080027000101|||4104808||R ENGENHEIRO REBOUCAS|2219||CENTRO|
|0150|C0000504418|UNIMED DE ARARAQUARA COOPERATIVA DE TRABALHO MEDICO|01058|45272366001553|||3503208||RUA MAJOR CARVALHO FILHO|1550||JD PRIMAVERA|
|0150|C0000505882|HOSPITAL NOSSA SENHORA DAS GRACAS|01058|76562198000592|||4101408||R RIO BRANCO|518||CENTRO|
|0150|C0000506637|AABA COMERCIO DE EQUIPAMENTOS MEDICOS EIRELI|01058|80392566000145||1016719508|4106902||AV SILVA JARDIM|747||REBOUCAS|
|0150|C0000503997|SOCIEDADE BENEFICENTE SAO CAMILO - E MATERNIDADE SAGRADA FAMILIA|01058|60975737002600|||1506807||AV. PRESIDENTE VARGAS|1606||CENTRO|
|0150|C0000504560|MUNDIMED HOSPITALAR LTDA - EPP|01058|05580442000178||030257948|1600303||AV TREZE DE SETEMBRO|1518||BURITIZAL|
|0150|C0000501212|HOSP. BENEF. SANTA HELENA|01058|05877609000167|||5103403||AV.MARECHAL DEODORO DA FONSECA|400||ARAES|
|0150|C0000506387|INST. MATOGROSSENSE DE TERAPIA INTENSIVA LTDA|01058|18146705000187|||5107040||R BENJAMINM CERUTTI|351||PARQUE CASTELANDIA|
|0150|C0000500712|HOSP. SANTA TEREZINHA LTDA|01058|10246288000132||151197156|1505536||RUA DO COMERCIO|175||RIO VERDE|
|0150|C0000505000|SILVA VIEIRA DISTRIBUIDORA LTDA|01058|05480839000198||152297790|1502954||AV. OZIEL CARNEIRO|76||CENTRO|
|0150|C0000500003|HOSP. SAMARITANO DE GOIANIA LTDA|01058|01552942000145|||5208707||PC. WALTER SANTOS|01||VILA COIMBRA|
|0150|C0000500094|CAMPINEIRA COM. PRODUTOS QUIMICOS E FARMACEUTICOS LTDA.|01058|15986565000167||101811985|5208707||AV. ALBERTO MIGUEL|15||CAMPINAS|
|0150|C0000500356|SERVICOS MEDICOS E DIAGNOSTICOS TERAPEUTICOS LTDA|01058|05562645000131|||5208707||RUA T-49, QD. 51 LT. 01/06|77||ST BUENO|
|0150|C0000500389|MAT. ELA LTDA|01058|24790438000189|||5208707||RUA 6-A|85||AEROPORTO|
|0150|C0000503429|PRONIL-CASA SAUDE E PRONTO SOC.INFA NTIL|01058|29919917000176|||3303203||RUA JOAO PESSOA|1741||CENTRO|
|0150|C0000501836|ASSOC. HOSPITALAR DE PROTECAO INFANCIA DR. RAUL CARNEIRO|01058|76591569000130|||4106902||RUA DESEMBARGADOR MOTTA|1070||AGUA VERDE|
|0150|C0000502258|HOSPITAL  SAO CARLOS LTDA|01058|11794674000121|||2304400||AV PONTES VIEIRA|2531||DIONISIO TORRES|
|0150|C0000503642|FUND. LUVERDENSE DE SAUDE|01058|03178170000159|||5105259||AV. MINAS GERAIS QD.67/68|120||RIO VERDE|
|0150|C0000505746|CIRURGICA BONAPARTE LTDA - ME|01058|04228124000180||636262279110|3548807||R ULISSES TORNINCASA|127||VILA SAO JOSE|
|0150|C0000505627|NUTRISOLUTION NUTRICAO E COMERCIO DE PROD. HOSP. E ONCOLOGICOS LTDA|01058|14724626000155||082840970|3205200||R MARIA AMALIA|738||OLARIA|
|0150|C0000500089|SOCIEDADE BENEF. SAO CAMILO|01058|60975737005897|||5208004||AV BOSQUE|13||CENTRO|
|0150|C0000500533|SOCIEDADE MEDICO HOSPITALAR DE MORRINHOS LTDA|01058|09042420000105|||5213806||AV.JOSE DO NASCIMENTO|122||SETOR OESTE|
|0150|C0000505489|UNIMED BARRA DO GARCAS COOPERATIVA DE TRABALHO MEDICO|01058|37436920000329|||5101803||TV IPIRANGA LT DE NUMERO F QD 38|S/N||SETOR SUL II|
|0150|C0000500507|SOCIEDADE MEDICA LUZIANIA LTDA|01058|02147060000167|||5212501||PC. RAIMUNDO DE ARAUJO MELO|114||CENTRO|
|0150|C0000500815|HOSP. EVANGELICO DE IPORA LTDA|01058|02134930000163|||5210208||RUA ESMERINDO PEREIRA|212||CENTRO|
|0150|C0000505166|ENDO MEDICAL NORDESTE COMERCIAL LTDA|01058|05472000000108||029858020|2611606||RUA FREI MATIAS TEVIS|285||ILHA DO LEITE|
|0150|C0000050371|MARCIUS VINICIUS DE MORAES|01058||76116310125||5201405||AV V1 QD. 16 LT 05|||CIDADE VERA CRUZ|
|0150|C0000501683|INST. ORTOPEDICO DE GOIANIA LTDA|01058|01570589000126|||5208707||RUA T-27 ESQ.T-49|819||SETOR BUENO|
|0150|C0000505387|UNICOM MARISTA PROD. PROFISSIONAIS LTDA.|01058|14248930000173||105125997|5208707||AL RICARDO PARANHOS  QD 230|17||MARISTA|
|0150|C0000501155|CLINICA PLASTICA ROBERTO KALLOUF LTDA|01058|37265386000173|||5208707||RUA 22|396||ST OESTE|
|0150|C0000501272|PRONTO SOCORRO PARA QUEIMADURAS LTDA|01058|01588128000180|||5208707||RUA 5|439||SETOR OESTE|
|0150|C0000501418|FUNDACAO DE APOIO AO HOSP.DAS CLINICAS DA UNV.FEDERAL DE GOIAS|01058|02918347000143|||5208707||1A. AVENIDA|545||LESTE UNIVERSITARIO|
|0150|C0000501475|INGOH - INST. GOIANO DE ONCOLOGIA E S/S LTDA|01058|01277573000120|||5208707||RUA 87|598||ST SUL|
|0150|C0000501598|NEFROCLINICA CLINICA DE DOENCAS RENAIS LTDA|01058|00136446000148|||5208707||RUA C-149 QD.322 LOTE 01|717||JARDIM AMERICA|
|0150|C0000503596|CALLMED DIST. DE PROD. FARMAC. LTDA|01058|09135378000177||104229233|5208707||RUA 233 QD. 41-A LT. 1-E|23||SETOR COIMBRA|
|0150|C0000506054|MS HOSPITALAR LTDA - ME|01058|15224444000188||105395595|5201405||AV BELA VISTA|S/N||PARQUE TRINDADE|
|0150|C0000506772|INSTITUTO DE GESTAO E HUMANIZACAO IGH|01058|11858570000567|||5220405||AV FUAD RASSI ESQUINA COM RUA 02|541||SETOR NOVA VILA|
|0150|C0000502237|HOSP. DE CLINICAS DE PORTO ALEGRE|01058|87020517000120||0962603651|4314902||RUA RAMIRO BARCELOS|2350||BOM FIM|
|0150|C0000503949|COMANDO DA AERONAUTICA|01058|00394429002588|||4304606||AV. GUILHERME SCHELL|3950||MATO GRANDE|
|0150|C0000505072|SOCIEDADE EDUCACAO E CARIDADE-SEC|01058|92812049000914|||4309209||AV DR JOSE L DA SILVA|1561||CENTRO|
|0150|C0000501322|PARAMED PROD MEDICOS-HOSPITALARES L TDA|01058|05876102000199||7022539920030|3170206||AVENIDA JOAO PINHEIRO|465||CENTRO|
|0150|C0000502787|AEBES-HOSP.EVANGELICO DO ESPIRITO SANTO|01058|28127926000161|||3205200||RUA VENUS|S/N||ALECRIM|
|0150|C0000501238|MEDICOM RIO FARMA LTDA|01058|39499710000143||84484164|3303401||AV. CONSELHEIRO JULIUS ARP|414||OLARIA|
|0150|C0000501487|HOSPITAL GERAL DE BONSUCESSO - M.S.|01058|00394544020291|||3304557||AV. LONDRES|616||BONSUCESSO|
|0150|C0000501804|ZAMMI INSTRUMENTAL LTDA|01058|30450803000109||82340777|3301702||RUA BERNARDO VASCONCELOS|992||PARQUE SANTA LUCIA|
|0150|C0000502605|DISK MED PADUA DIST.DE MEDICAMENTO LTDA|01058|04216957000120||77171460|3304706||RODOVIA PIRAPETINGA PADUA KM 01|S/N||SANTA LUZIA|
|0150|C0000503423|HOSPITAL DE IPANEMA - MS|01058|00394544021000|||3304557||RUA ANTONIO PARREIRAS|67/69||IPANEMA|
|0150|C0000502436|FUND.FELICE ROSSO|01058|17214149000176||0628116910000|3106200||AV.CONTORNO|9530||BARRO PRETO|
|0150|C0000506424|COMANDO DA AERONAUTICA|01058|00394429017500|||3304557||EST DO GALEAO|4101||GALEAO|
|0150|C0000500235|HOSP. MONTES BELOS LTDA|01058|01359405000183||101333668|5220108||RUA ARAGUAIA|49||SETOR TREVO|
|0150|C0000505151|PRO SAUDE - ASSOC. BENEFICENTE DE ASSISTENCIA SOCIAL|01058|24232886009466|||5219308||AV UIRAPURU ESQ. RUA MUTUIM|S/N||PARQUE ISAURA|
|0150|C0000500525|HOSP. DE MEDICINA ESPECIALIZADA LTDA|01058|70524145000177|||5103403||RUA ADEL MALUF|119||JD MARIANA|
|0150|C0000502463|H.M.C. - HOSP. E MAT. CLINICA DA CRIANCA LTDA|01058|05355305000130|||5107958||AV. TANCREDO DE ALMEIDA NEVES|480-N||CENTRO|
|0150|C0000505185|ENDOGASTRO S/S|01058|03341993000153|||5003702||RUA HAYEL BON FAKER|3445||CENTRO|
|0150|C0000505276|PREF. MUNIC. DE MIRASSOL D'OESTE|01058|03755477000175|||5105622||RUA ANTONIO TAVARES|3310||CENTRO|
|0150|C0000506642|FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS|01058|20267427000168|||5003702||R FREI ANTONIO|3675||TERRA ROXA|
|0150|C0000500993|INST. DE NEUROLOGIA DE CURITIBA LTDA|01058|00942063000167|||4106902||RUA GEREMIAS MACIEL PERRETO|300||CAMPO COMPRIDO|
|0150|C0000501753|HOSPITAL SAO FRANCISCO S/C LTDA|01058|55980882000190|||3543402||RUA BERNARDINO DE CAMPOS|912||HIGIENOPOLIS|
|0150|C0000503637|HOSPITAL REGIONAL DE FRANCA S/A|01058|68392604000164|||3516200||RUA DR. FERNANDO FALEIROS DE LIMA|2233||SAO JOSE|
|0150|C0000504817|IRMANDADE DA STA CASA DE MISC.DE RIO CLARO|01058|56384183000140|||3543907||RUA 2|297||CENTRO|
|0150|C0000505473|CERVOSUL DIST. DE MEDICAMENTOS LTDA|01058|89543078000247||255403844|4216602||ROD. BR 101 KM 208|S/N||PRAIA COMPRIDA|
|0150|C0000502447|FUND. DESENV. MEDICO E HOSPITALAR|01058|46230439000616|||3506003||RUA SALVADOR FILARDI|6-88||VILA SOUTO|
|0150|C0000506108|MEDICAL VISION PRODUTOS MEDICOS LTDA - ME|01058|13433445000107||065612973|2304400||R ROMEU MARTINS|855||MONTESE|
|0150|C0000506261|CITYSURGICAL REPRESENTACAO COMERCIAL LTDA - EPP|01058|13745560000117||587149725117|3543907||AV 8|87-A||CENTRO|
|0150|C0000500845|IRMANDADE NOSSA SENHORA DAS GRACAS|01058|24993560000152|||3167202||RUA TEOFILO OTONI|224||CENTRO|
|0150|C0000500044|DISCAMED MEDICO HOSPITALAR LTDA|01058|41053497000193||18109001825602|2604106||R IRINEU FLORENCIO DE MENEZES|06||NOSSA SENHORA DAS DORES|
|0150|C0000501841|QUEBEC COMERCIAL LTDA - EPP|01058|72208200000145||69259062|2304400||RUA EDUARDO SALGADO|310||ALDEOTA|
|0150|C0000502172|HOSP. OFTALMOLOGICO ESPECIALIZADO L TDA|01058|02950663000100|||2211001||RUA COELHO RODRIGUES|2041||CENTRO|
|0150|C0000503115|MONTE TABOR CENTRO ITALO BRAS.PROM. SANIT|01058|13926639000730|||2902708||RUA LUIS VIANA|S/NR||DE FATIMA|
|0150|C0000505490|RODRIMED - DIST. DE MEDICAMENTOS E EQUIPAMENTOS HOSPITALAR LTDA|01058|11517374000103||85534663|2923803||R JERONIMO EVANGELISTA DE CARVALHO|SN||CENTRO|
|0150|C0000500941|HOSP. AMPARO S/S LTDA|01058|05919720000179||104203404|5208707||AV.T-5|271||SETOR BUENO|
|0150|C0000500696|DAVOL COMERCIO E REPRESENTACOES LTD A|01058|56250533000186||111595730119|3550308||RUA ITAQUERI|170||QUARTA PARADA|
|0150|C0000501054|CRISMED COMERCIAL HOSPITALAR LTDA|01058|04192876000138||633566329115|3548500||RUA SAO PAULO|13||VILA BELMIRO|
|0150|C0000501505|IMPAR SERVICOS HOSPITALARES S/A|01058|60884855000316|||3550308||RUA PEIXOTO GOMIDE|625||BELA  VISTA|
|0150|C0000503644|CASA SAUDE E MAT. SANTANA S/A|01058|52558095000167|||3530607||RUA DR.OSMAR MARINHO COUTO|71||ALTO DO IPIRANGA|
|0150|C0000504284|QUALITY MEDICAL COMERCIO E DIST. DE MEDICAMENTOS LTDA EPP|01058|07118264000193||116974135111|3550308||AV ALBERTO RAMOS|274||JARDIM INDEPENDENCIA|
|0150|C0000505456|HOSPITAL PAULISTA LTDA.|01058|43901701000104|||3550308||R DIOGO DE FARIA|780||VILA CLEMENTINO|
|0150|C0000506692|SUPORTEMED DIST COMER E E REPRES COMERCIAL LTDA|01058|11957717000142||675189081113|3552809||PC MIGUEL ORTEGA|05||PARQUE ASSUNCAO|
|0150|C0000506723|MEDCOM MEDIC E MATERIAIS HOSPITAL LTDA ME|01058|14565701000182||146684863114|3550308||R JUNCAL|129||TUCURUVI|
|0150|C0000500937|HOSP.REGIONAL SUL|01058|46374500011200|||3550308||R.GAL.ROBERTO ALVES CARV.FILHO|270||SANTO AMARO|
